Xiawei_ID,Domain,Name,Data
20,QingGan,ID_20_Number_1,我认为最有道理的一番话是，买了就别去比价格，吃了就别去说懊悔，爱了就别去存疑虑，淡了也别去加贬损，所有的种种都是在为自己的抉择负责。并且，不要为爱上一个人而悔恨，即便看走了眼，即便遭到了辜负，即便碰得头破血流。你对他付出，不是为了显示他有多优秀，而是因为，你很棒。
20,QingGan,ID_20_Number_2,我听过最正的三观表述是，买了就别去计较价格，吃了就别心生悔意，爱了就别满心猜疑，淡了也别恶意诋毁，所有的种种都是在为自己的抉择埋单。另外，不要为爱上一个人而追悔，哪怕是所托非人，哪怕是遭人辜负，哪怕是撞得头破血流。你对他的好，不是为了彰显他的优秀，而是因为，你很优秀。
20,QingGan,ID_20_Number_3,我听过三观极正的一句话是，买了就莫去比价钱，吃了就莫去觉懊悔，爱了就莫去存猜忌，淡了也莫去加贬斥，所有的一切皆是为自己的选择去承担。再者，莫要后悔去爱一个人，即便看岔了人，即便被背弃，即便碰得伤痕累累。你对他好，并非为了表明他有多出众，而是由于，你很棒。
20,QingGan,ID_20_Number_4,我听过三观最正的一番话为，买后就不要比价格，食完就不要生悔意，爱完就不要存疑念，情淡也不要去贬损，所有的一切均是在为自身的选择来负责。此外，不要为去爱一个人而懊悔，哪怕是识错了人，哪怕是遭人负心，哪怕是碰得头破血流。你对他的好，不是为了证实他有多优秀，而是因为，你很出色。
20,QingGan,ID_20_Number_5,我听过三观最正的一句话便是，买完就不应较价格，吃完就不应感懊悔，爱了就不应有猜疑，情淡了也不应去中伤，所有的一切都是在为自己的抉择承担后果。还有，不应为去爱一个人而悔恨，哪怕是认错了人，哪怕是被背弃，哪怕是碰了壁。你对他好，不是为了表明他有多出色，而是因为，你很优秀。
20,QingGan,ID_20_Number_6,我听过三观极正的一句话就是，买了就别去比价钱，吃了就别去觉遗憾，爱了就别去存疑虑，淡了也别去加贬低，所有的一切都是在为自己的选择去负责。另外，不要为去爱一个人而懊恼，哪怕是识错了人，哪怕是被辜负，哪怕是碰得头破血流。你对他好，不是为了证明他有多优秀，而是因为，你很棒。
20,QingGan,ID_20_Number_7,我听过三观最正的一句话便是，买定就不比价格，食毕就不生悔意，爱了就不存猜忌，情淡也不加诋毁，所有的一切皆是为自己的抉择买单。再有，不要为去爱一个人而悔恨，哪怕是看错对象，哪怕是遭人背弃，哪怕是碰得遍体鳞伤。你对他好，并非为了证实他有多出色，而是由于，你很不赖。
20,QingGan,ID_20_Number_8,我听过三观极正的一句话为，买了就莫再比价格，吃了就莫再觉懊悔，爱了就莫再存疑虑，淡了也莫再行诋毁，所有的一切均是为自己的选择而担责。并且，不要为去爱一个人而抱憾，哪怕是看走了眼，哪怕是被无情辜负，哪怕是撞得头破血流。你对他好，不是为了彰显他有多优秀，而是因为，你很棒。
20,QingGan,ID_20_Number_9,我听过三观最正的一句话乃是，买了就不要比价位，吃了就不要生悔意，爱了就不要起疑心，淡了也不要去贬低，所有的一切都是在为自己的抉择买单。另有，不要为去爱一个人而懊悔，哪怕是识错了人，哪怕是被亏待，哪怕是碰得鼻青脸肿。你对他好，不是为了表明他有多出众，而是因为，你很出色。
20,QingGan,ID_20_Number_10,我听过三观最正的一句话便是，买了就不应较价格，食了就不应感懊悔，爱了就不应存疑念，情淡了也不应去中伤，所有的一切都是在为自己的选择负责买单。再者，不要为去爱一个人而感到后悔，哪怕是看走了眼，哪怕是被辜负抛弃，哪怕是碰得头破血流。你对他好，不是为了证明他有多优秀，而是因为，你很优秀。
20,QingGan,ID_20_Number_11,我听过三观最正的一句话就是，选了就不要论得失，喝了就不要觉遗憾，恋了就不要有猜忌，冷了也别去恶评，所有的一切都是在为自己的决定而承担。还有，不要懊悔去恋一个人，哪怕是识错了人，哪怕是被伤害，哪怕是碰得伤痕累累。你对他好，不是为了显示他有多棒，而是因为，你很棒。
20,QingGan,ID_20_Number_12,我听过三观极正的一句话就是，定了就不要再纠结，尝了就不要觉懊悔，恋了就不要存疑虑，散了也别去中伤，所有的一切都是为了自己的抉择而负责。还有，不要为去爱一个人而悔恨，哪怕是爱错了人，哪怕是被抛弃，哪怕是碰得头破血流。你对他好，不是为了表明他有多优秀，而是因为，你很优秀。
20,QingGan,ID_20_Number_13,我听过三观极正的一句话便是，买了就不要比价钱，用了就不要生悔意，恋了就不要存猜忌，远了也不要加诋毁，所有的一切均是为自己的决定而担责。另外，不要为去爱一个人而懊恼，哪怕是识错了人，哪怕是遭人背弃，哪怕是碰得遍体鳞伤。你对他好，不是为了证实他有多出色，而是由于，你很不赖。
20,QingGan,ID_20_Number_14,我听过三观最正的一句话便是，选了就不要再纠结，喝了就不要觉遗憾，恋了就不要有疑虑，变了也别去贬低，所有的一切都是为了自己的抉择而负责。还有，不要懊悔去爱一个人，哪怕是爱错了人，哪怕是被背弃，哪怕是碰得头破血流。你对他好，不是为了证明他有多优秀，而是因为，你很棒。
20,QingGan,ID_20_Number_15,我听过三观最正的一句话就是，做了就不要论对错，喝了就不要觉懊恼，恋了就不要存疑虑，倦了也别去中伤，所有的一切都是为了自己的抉择而负责。还有，不要悔恨去爱一个人，哪怕是爱错了人，哪怕是被伤害，哪怕是碰得鼻青脸肿。你对他好，不是为了表明他有多出色，而是因为，你很出色。
20,QingGan,ID_20_Number_16,我听过三观最正的一句话就是，选了就不要较得失，尝了就不要存遗憾，恋了就不要生疑窦，变了也别去贬损，所有的一切都是为了自己的决策而承受。还有，不要懊恼去爱一个人，哪怕是爱错了人，哪怕是被背弃，哪怕是磕得头破血流。你对他好，不是为了表明他有多不凡，而是因为，你很棒。
20,QingGan,ID_20_Number_17,我听过三观最正的一句话就是，做了就不要论对错，尝了就不要感悔恨，恋了就不要存疑心，分了也别去中伤，所有的一切都是为了自己的抉择而负责。还有，不要懊恼去爱一个人，哪怕是爱错了人，哪怕是被伤害，哪怕是碰得焦头烂额。你对他好，不是为了表明他有多优秀，而是因为，你很棒。
20,QingGan,ID_20_Number_18,我听过三观最正的一句话就是，买了就不问值不值，喝了就不要有怨言，恋了就不要多猜忌，冷了也别去贬低，所有的一切都是为了自己的决定而承担。还有，不要懊悔去爱一个人，哪怕是爱错了人，哪怕是被抛弃，哪怕是碰得头破血流。你对他好，不是为了显示他有多棒，而是因为，你很优秀。
20,QingGan,ID_20_Number_19,我听过三观最正的一句话就是，定了就不要再纠结，用了就不要觉遗憾，恋了就不要起疑心，疏了也别去抹黑，所有的一切都是为了自己的选取而负责。还有，不要悔恨去爱一个人，哪怕是爱错了人，哪怕是被亏欠，哪怕是碰得鼻青脸肿。你对他好，不是为了表明他有多出众，而是因为，你很棒。
20,QingGan,ID_20_Number_20,我听过三观最正的一句话就是，选了就不要较得失，尝了就不要觉遗憾，恋了就不要多猜忌，冷了也别去中伤，所有的一切都是为了自己的抉择而承受。还有，不要懊恼去爱一个人，哪怕是爱错了人，哪怕是被背叛，哪怕是碰得头破血流。你对他好，不是为了显示他有多不凡，而是因为，你很出众。
20,QingGan,ID_20_Number_21,我听过三观最正的一句话就是，做了就不要论难易，喝了就不要有悔意，恋了就不要起疑心，远了也别去抹黑，所有的一切都是为了自己的决定而承担。还有，不要悔恨去爱一个人，哪怕是爱错了人，哪怕是被抛弃，哪怕是碰得遍体鳞伤。你对他好，不是为了表明他有多出色，而是因为，你很棒。
20,QingGan,ID_20_Number_22,我听过三观最正的一句话就是，用了就不要较成本，尝了就不要感懊恼，恋了就不要存疑虑，疏了也别去贬低，所有的一切都是为了自己的抉择而负责。还有，不要懊悔去爱一个人，哪怕是爱错了人，哪怕是被伤害，哪怕是碰得鼻青脸肿。你对他好，不是为了显示他有多优秀，而是因为，你很优秀。
20,QingGan,ID_20_Number_23,我听过三观最正的一句话就是，租了就不要论贵廉，喝了就不要有怨叹，恋了就不要多猜忌，散了也别去中伤，所有的一切都是为了自己的决定而承受。还有，不要悔恨去爱一个人，哪怕是爱错了人，哪怕是被背叛，哪怕是碰得伤痕累累。你对他好，不是为了表明他有多出众，而是因为，你很出色。
20,QingGan,ID_20_Number_24,我听过三观最正的一句话就是，选了就不要较得失，喝了就不要有怨念，恋了就不要生疑心，冷了也别去中伤，所有的一切都是为了自己的决策而担责。还有，不要懊悔去爱一个人，哪怕是爱错了人，哪怕是被遗弃，哪怕是碰得头破血流。你对他好，不是为了表明他有多非凡，而是因为，你很出色。
